country,station id,date,rain (in),temperature (F),relative humidity (%),specific humidity (g/kg)
Mali,612910,07-06-2010,0,82.3,72.81085,18.15219
Mali,612910,07-07-2010,0,82.4,71.11905,17.78401
Mali,612910,07-08-2010,0,82.6,70.89715,17.84433
Mali,612910,07-09-2010,0.63,80.6,72.17229,17.01377
Mali,612910,07-10-2010,0,80.6,81.21154,19.1695
Mali,612910,07-11-2010,0.43,80.2,77.97785,18.15628
Mali,612910,07-12-2010,0.03,74.8,90.43131,17.60816
Mali,612910,07-13-2010,0.2,80.8,74.92936,17.78759
Mali,612910,07-14-2010,0,83.2,71.67233,18.3988
Mali,612910,07-15-2010,0.03,81.9,72.28639,17.78527
Mali,612910,07-16-2010,0.02,83.2,65.63261,16.8325
Mali,612910,07-17-2010,1.3,76.7,82.3486,17.07602
Mali,612910,07-18-2010,0.04,80.9,73.68149,17.54592
Mali,612910,07-19-2010,0,83.2,74.62014,19.16434
Mali,612910,07-20-2010,0.12,77.6,81.84762,17.48971
Mali,612910,07-21-2010,0,81.5,77.03083,18.71844
Mali,612910,07-22-2010,0,81.8,73.50855,18.03001
Mali,612910,07-23-2010,0,77.2,87.23722,18.40659
Mali,612910,07-24-2010,1.3,74.8,92.5892,18.03294
Mali,612910,07-25-2010,0,79.9,70.89169,16.32722
Mali,612910,07-26-2010,0.43,80.6,77.22308,18.21762
Mali,612910,07-27-2010,0.08,76.7,90.19336,18.72123
Mali,612910,07-28-2010,0.08,79,82.20936,18.4063
Mali,612910,07-29-2010,0,80.2,78.7694,18.34264
Mali,612910,07-30-2010,0,85.2,67.1842,18.39189
Mali,612910,07-31-2010,0,77.2,84.92049,17.91245
Mali,612910,08-01-2010,0,77.7,86.67614,18.59513
Mali,612910,08-02-2010,0.55,80.6,78.53308,18.53014
Mali,612910,08-03-2010,0,83,77.659,19.82425
Mali,612910,08-04-2010,0.08,77.9,84.95687,18.34425
Mali,612910,08-05-2010,0.35,78.1,85.25302,18.53212
Mali,612910,08-06-2010,0,80.9,79.6153,18.97524
Mali,612910,08-07-2010,0.02,79.8,86.19677,19.82899
Mali,612910,08-08-2010,0.16,74.5,95.74533,18.46625
Mali,612910,08-09-2010,0,76.9,86.93095,18.15794
Mali,612910,08-10-2010,NA,80.6,78.7974,18.59321
Mali,612910,08-11-2010,0.04,78.7,86.72234,19.23581
Mali,612910,08-12-2010,0,74.8,96.07123,18.71882
Mali,612910,08-13-2010,0.71,75.4,95.75938,19.03925
Mali,612910,08-14-2010,1.02,74.6,97.03835,18.78193
Mali,612910,08-15-2010,0.83,77.8,86.39047,18.59514
Mali,612910,08-16-2010,0,80.6,78.53308,18.53014
Mali,612910,08-17-2010,NA,80,81.99423,18.97636
Mali,612910,08-18-2010,0.2,76.9,81.25147,16.9594
Mali,612910,08-19-2010,0,79.4,81.13586,18.406
Mali,612910,08-20-2010,0.02,79.6,79.52722,18.15701
Mali,612910,08-21-2010,0,73.4,97.02514,18.03039
Mali,612910,08-22-2010,1.02,78.1,82.43255,17.91234
Mali,612910,08-23-2010,0,79.8,83.36649,19.17032
Mali,612910,08-24-2010,1.54,75.5,92.9191,18.53056
Mali,612910,08-25-2010,0,77.5,84.6506,18.0349
Mali,612910,08-26-2010,0,81.8,78.35493,19.23261
Mali,612910,08-27-2010,1.81,73.4,95.72803,17.78674
Mali,612910,08-28-2010,0.59,80.2,81.18638,18.91193
Mali,612910,08-29-2010,0,76.6,92.63721,19.16999
Mali,612910,08-30-2010,0.2,79,83.60123,18.72148
Mali,612910,08-31-2010,0,79.2,83.05354,18.72136
Mali,612910,09-01-2010,1.57,76.8,89.59433,18.65795
Mali,612910,09-02-2010,0.12,77.2,90.51294,19.10578
Mali,612910,09-03-2010,0.08,76.4,91.40022,18.78452
Mali,612910,09-04-2010,4.13,76,89.56475,18.15738
Mali,612910,09-05-2010,0,78.3,85.83694,18.7853
Mali,612910,09-06-2010,0.16,73,98.00505,17.96829
Mali,612910,09-07-2010,1.61,76.4,87.79071,18.03457
Mali,612910,09-08-2010,0.01,77.2,90.21077,19.04125
Mali,612910,09-09-2010,0.03,78.2,82.71676,18.03477
Mali,612910,09-10-2010,0,75.9,95.13005,19.23402
Mali,612910,09-11-2010,0,78.7,83.58445,18.53196
Mali,612910,09-12-2010,0,80.3,79.57474,18.59362
Mali,612910,09-13-2010,0.55,75.4,91.67695,18.21858
Mali,612910,09-14-2010,0,78.2,84.12031,18.3442
Mali,612910,09-15-2010,0,78.6,84.70856,18.72165
Mali,612910,09-16-2010,1.14,76.9,90.50281,18.9126
Mali,612910,09-17-2010,1.61,74.8,91.35067,17.78911
Mali,612910,09-18-2010,NA,78.1,81.60249,17.73003
Mali,612910,09-19-2010,1.29,78.2,86.99006,18.97723
Mali,612910,09-20-2010,0.02,78.8,82.19732,18.28168
Mali,612910,09-21-2010,0.02,78.2,78.09673,17.01705
Mali,612910,09-22-2010,0,81.7,74.74967,18.27771
Mali,612910,09-23-2010,0,79.6,80.87631,18.46848
Mali,612910,09-24-2010,0.08,81.5,78.33364,19.03869
Mali,612910,09-25-2010,0,83,72.13896,18.39937
Mali,612910,09-26-2010,0,83.1,72.1477,18.46183
Mali,612910,09-27-2010,0.04,82.6,71.86115,18.08963
Mali,612910,09-28-2010,0,79.4,72.80714,16.49765
Mali,612910,09-29-2010,0,78,78.08221,16.90088
Mali,612910,09-30-2010,0.01,81.4,75.23078,18.21619
Mali,612910,10-01-2010,0,84.1,68.68068,18.14682
Mali,612910,10-02-2010,0.24,76.5,83.17814,17.13457
Mali,612910,10-03-2010,0,77.3,84.9257,17.97358
Mali,612910,10-04-2010,0,88.3,49.54772,14.93864
Mali,612910,10-05-2010,0,83,71.89642,18.33682
Mali,612910,10-06-2010,0,81.3,77.27506,18.65534
Mali,612910,10-07-2010,0,79.4,79.51361,18.03395
Mali,612910,10-08-2010,0,77.8,81.3085,17.48964
Mali,612910,10-09-2010,NA,81.2,77.78845,18.71899
Mali,612910,10-10-2010,0,83.4,67.46143,17.4197
Mali,612910,10-11-2010,0,82.1,73.5338,18.21465
Mali,612910,10-12-2010,0,80.4,74.39174,17.4272
Mali,612910,10-13-2010,NA,77.6,88.72897,18.97711
Mali,612910,10-14-2010,NA,79.5,81.96388,18.65772
Mali,612910,10-15-2010,0.31,79.8,79.54082,18.28082
Mali,612910,10-16-2010,0,82,73.0311,18.02955
Mali,612910,10-17-2010,0,82.6,72.10394,18.15142
Mali,612910,10-18-2010,0,84.4,64.86981,17.29714
Mali,612910,10-19-2010,0,82.5,74.56342,18.71626
Mali,612910,10-20-2010,0.63,81,75.45295,18.03166
Mali,612910,10-21-2010,1.26,78.4,74.98929,16.44227
Mali,612910,10-22-2010,0,82.2,60.97119,15.12373
Mali,612910,10-23-2010,0,82,64.83927,15.98754
Mali,612910,10-24-2010,0,80.8,62.95253,14.91862
Mali,612910,10-25-2010,0,82,67.32249,16.60601
Mali,612910,10-26-2010,0,80.9,66.52537,15.82543
Mali,612910,10-27-2010,0.01,78.8,72.01277,15.9945
Mali,612910,10-28-2010,0.12,77.5,80.46774,17.13445
Mali,612910,10-29-2010,0,81.3,63.00742,15.17915
Mali,612910,10-30-2010,0,80,61.35645,14.15895
Mali,612910,10-31-2010,0,81.4,57.59101,13.90884
Mali,612910,11-01-2010,0,82.4,65.54992,16.37753
Mali,612910,11-02-2010,0,83.6,63.25789,16.43015
Mali,612910,11-03-2010,0,84.1,61.60584,16.25904
Mali,612910,11-04-2010,0,82.3,48.7578,12.11148
Mali,612910,11-05-2010,0,77.6,45.57583,9.693267
Mali,612910,11-06-2010,0,78.8,51.68483,11.44812
Mali,612910,11-07-2010,0,78.2,42.91787,9.308315
Mali,612910,11-08-2010,NA,78.9,57.08687,12.69585
Mali,612910,11-09-2010,0.03,79.9,60.49753,13.91308
Mali,612910,11-10-2010,0,81.5,43.85383,10.60449
Mali,612910,11-11-2010,0,82.6,29.58514,7.399617
Mali,612910,11-12-2010,0,82,33.63516,8.254887
Mali,612910,11-13-2010,0,80,38.97443,8.96581
Mali,612910,11-14-2010,0,77.9,47.81713,10.2748
Mali,612910,11-15-2010,0,76.5,62.25478,12.79088
Mali,612910,11-16-2010,0,81.4,56.59556,13.66643
Mali,612910,11-17-2010,0,82.3,47.90024,11.89692
Mali,612910,11-18-2010,0,80.2,38.86004,8.998321
Mali,612910,11-19-2010,0,79.3,37.60255,8.451492
Mali,612910,11-20-2010,0,80.4,30.28979,7.051491
Mali,612910,11-21-2010,0,77.8,36.96977,7.906453
Mali,612910,11-22-2010,0,78.4,39.90652,8.709252
Mali,612910,11-23-2010,0,76.6,49.03998,10.09281
Mali,612910,11-24-2010,0,80.1,32.61923,7.521847
Mali,612910,11-25-2010,0,77.4,33.34737,7.034416
Mali,612910,11-26-2010,0,77.1,33.81186,7.062068
Mali,612910,11-27-2010,0,77.3,34.09768,7.169526
Mali,612910,11-28-2010,0,77.2,33.57149,7.034997
Mali,612910,11-29-2010,0,82.3,26.15762,6.475484
Mali,612910,11-30-2010,0,82.1,29.73792,7.317971
Mali,612910,12-01-2010,0,78,30.40628,6.540417
Mali,612910,12-02-2010,0,76.9,27.25064,5.649256
Mali,612910,12-03-2010,0,76,28.64016,5.762937
Mali,612910,12-04-2010,0,75.7,30.65765,6.108887
Mali,612910,12-05-2010,0,76.9,32.27805,6.695715
Mali,612910,12-06-2010,0,77.2,35.79324,7.502693
Mali,612910,12-07-2010,0,75,34.27927,6.675206
Mali,612910,12-08-2010,0,76.9,28.11009,5.828056
Mali,612910,12-09-2010,0,77.1,28.79898,6.011236
Mali,612910,12-10-2010,0,76.7,28.19039,5.806006
Mali,612910,12-11-2010,0,75.1,24.84893,4.849657
Mali,612910,12-12-2010,0,73.5,24.32898,4.499433
Mali,612910,12-13-2010,0,71.9,24.39436,4.27395
Mali,612910,12-14-2010,0,74.9,27.06967,5.249166
Mali,612910,12-15-2010,0,74.9,31.13562,6.040501
Mali,612910,12-16-2010,0,74.7,30.51149,5.8794
Mali,612910,12-17-2010,0,77.3,28.16756,5.918148
Mali,612910,12-18-2010,0,77.2,29.03645,6.081155
Mali,612910,12-19-2010,0,82.1,27.98906,6.885807
Mali,612910,12-20-2010,0,77.9,33.92842,7.27724
Mali,612910,12-21-2010,0,79.2,25.03315,5.598307
Mali,612910,12-22-2010,0,77.3,22.25818,4.673033
Mali,612910,12-23-2010,0,75.4,25.8931,5.10507
Mali,612910,12-24-2010,0,76.6,28.50539,5.851603
Mali,612910,12-25-2010,0,78.8,22.19757,4.897292
Mali,612910,12-26-2010,0,82.5,21.74284,5.414074
Mali,612910,12-27-2010,0,78.6,23.52399,5.156719
Mali,612910,12-28-2010,0,80.1,18.18119,4.184036
Mali,612910,12-29-2010,0,77.6,21.94685,4.653539
Mali,612910,12-30-2010,0,75.8,24.36297,4.867129
Mali,612910,12-31-2010,0,73.5,26.55131,4.911661
Mali,612910,01-01-2011,0,72.1,29.8944,5.276327
Mali,612910,01-02-2011,0,73.1,25.87081,4.721267
Mali,612910,01-03-2011,0,74.7,24.20822,4.661352
Mali,612910,01-04-2011,0,76.1,21.39614,4.31586
Mali,612910,01-05-2011,0,72.6,25.29003,4.537648
Mali,612910,01-06-2011,0.02,75.6,22.1141,4.387255
Mali,612910,01-07-2011,0,76.4,21.87097,4.456212
Mali,612910,01-08-2011,0,75,21.5056,4.181467
Mali,612910,01-09-2011,0,77.4,19.42993,4.091322
Mali,612910,01-10-2011,0,74.5,23.79747,4.551399
Mali,612910,01-11-2011,0,69.6,26.94123,4.365316
Mali,612910,01-12-2011,0,76.7,15.67656,3.223647
Mali,612910,01-13-2011,0,70.9,20.85791,3.530921
Mali,612910,01-14-2011,0,73.4,18.51749,3.410903
Mali,612910,01-15-2011,0,74.8,21.73987,4.198908
Mali,612910,01-16-2011,0,75,20.90573,4.064543
Mali,612910,01-17-2011,0,75.7,21.00042,4.179686
Mali,612910,01-18-2011,0,73.2,22.31963,4.085356
Mali,612910,01-19-2011,0,73.8,22.76673,4.252516
Mali,612910,01-20-2011,0,74.9,23.57,4.56865
Mali,612910,01-21-2011,0,76.9,22.29226,4.618462
Mali,612910,01-22-2011,0,79.2,21.47203,4.79959
Mali,612910,01-23-2011,0,78.2,23.65453,5.117361
Mali,612910,01-24-2011,0,76.9,25.90303,5.368975
Mali,612910,01-25-2011,0,83.6,20.9676,5.409862
Mali,612910,01-26-2011,0,79.8,23.68925,5.402345
Mali,612910,01-27-2011,0,82.9,19.98945,5.041153
Mali,612910,01-28-2011,0,82.7,21.34693,5.349798
Mali,612910,01-29-2011,0,85.4,18.4829,5.051415
Mali,612910,01-30-2011,0,82.1,21.01768,5.165339
Mali,612910,01-31-2011,0,84,22.5474,5.894614
Mali,612910,02-01-2011,0,83.8,36.34242,9.460489
Mali,612910,02-02-2011,0,83.8,25.67149,6.671421
Mali,612910,02-03-2011,0,80.4,32.54007,7.577769
Mali,612910,02-04-2011,0,71.5,19.60491,3.386788
Mali,612910,02-05-2011,0,71.1,18.36859,3.129954
Mali,612910,02-06-2011,0,73.1,16.099,2.934789
Mali,612910,02-07-2011,0,76.7,18.34012,3.772624
Mali,612910,02-08-2011,0,79.2,20.14459,4.50206
Mali,612910,02-09-2011,0,78.3,18.09929,3.92564
Mali,612910,02-10-2011,0,80.5,19.28779,4.497937
Mali,612910,02-11-2011,0,81.2,18.02803,4.300675
Mali,612910,02-12-2011,0,81.1,14.26789,3.39074
Mali,612910,02-13-2011,0,77.7,13.30143,2.826592
Mali,612910,02-14-2011,0,75.3,13.89238,2.725959
Mozambique,673410,10-11-2007,NA,69.3,71.90106,11.11377
Mozambique,673410,10-12-2007,0.02,72.8,70.22627,12.23323
Mozambique,673410,10-13-2007,0,75.5,68.78818,13.12484
Mozambique,673410,10-14-2007,0.08,77.8,67.36349,13.87827
Mozambique,673410,10-15-2007,0,74.7,70.16246,13.03351
Mozambique,673410,10-16-2007,NA,74.7,68.94955,12.80645
Mozambique,673410,10-17-2007,0,78.2,65.10932,13.58964
Mozambique,673410,10-18-2007,0,76,64.6473,12.53738
Mozambique,673410,10-19-2007,0,71.1,65.0311,10.6851
Mozambique,673410,10-20-2007,0,71.1,52.54673,8.623076
Mozambique,673410,10-21-2007,0,72.5,58.56473,10.08602
Mozambique,673410,10-22-2007,0,75.9,60.67046,11.72128
Mozambique,673410,10-23-2007,0,76.8,62.28871,12.40416
Mozambique,673410,10-24-2007,NA,73.2,68.56,12.10402
Mozambique,673410,10-25-2007,0.63,65.3,81.92379,11.02987
Mozambique,673410,10-26-2007,0,66.9,70.6571,10.04985
Mozambique,673410,10-27-2007,0,73.1,64.78819,11.39481
Mozambique,673410,10-28-2007,0,74.3,66.53693,12.18945
Mozambique,673410,10-29-2007,0,74.4,72.87031,13.40431
Mozambique,673410,10-30-2007,0,74.5,72.87914,13.45127
Mozambique,673410,10-31-2007,0,74.9,70.18151,13.12523
Mozambique,673410,11-01-2007,0.08,76.5,74.83391,14.77596
Mozambique,673410,11-02-2007,0,76.9,70.37071,14.07429
Mozambique,673410,11-03-2007,0,78.1,63.31214,13.1677
Mozambique,673410,11-04-2007,NA,81.8,62.8456,14.76693
Mozambique,673410,11-05-2007,NA,83.2,56.81432,13.96195
Mozambique,673410,11-06-2007,0.28,71.6,85.79558,14.36987
Mozambique,673410,11-07-2007,0.02,68.6,86.24042,13.02934
Mozambique,673410,11-08-2007,,,,
Mozambique,673410,11-09-2007,1.26,73.8,87.38041,15.77583
Mozambique,673410,11-10-2007,0.98,75.1,69.95672,13.17125
Mozambique,673410,11-11-2007,0,74.1,58.34162,10.60655
Mozambique,673410,11-12-2007,0,79.5,52.70404,11.46592
Mozambique,673410,11-13-2007,0,77.1,67.05935,13.49645
Mozambique,673410,11-14-2007,0,85.8,42.89697,11.44222
Mozambique,673410,11-15-2007,0,81.7,64.14403,15.02549
Mozambique,673410,11-16-2007,0,77.6,66.18564,13.5431
Mozambique,673410,11-17-2007,0,77.3,69.9241,14.17224
Mozambique,673410,11-18-2007,NA,72.4,68.47987,11.76578
Mozambique,673410,11-19-2007,0,78.1,67.3938,14.02384
Mozambique,673410,11-20-2007,0,80.4,70.45562,15.82743
Mozambique,673410,11-21-2007,0,79.5,76.36174,16.66484
Mozambique,673410,11-22-2007,0,84.9,64.04723,16.65103
Mozambique,673410,11-23-2007,0.12,78,81.32113,16.89542
Mozambique,673410,11-24-2007,0.75,72.8,92.84922,16.21291
Mozambique,673410,11-25-2007,0.24,73.2,72.25793,12.76194
Mozambique,673410,11-26-2007,0,79.6,61.09796,13.35084
Mozambique,673410,11-27-2007,0,75.2,66.39782,12.5382
Mozambique,673410,11-28-2007,0,71.2,60.54812,9.978083
Mozambique,673410,11-29-2007,NA,73.4,65.28067,11.59933
Mozambique,673410,11-30-2007,0,76.9,65.6538,13.12338
Mozambique,673410,12-01-2007,0,81.4,61.72772,14.31304
Mozambique,673410,12-02-2007,0,76.2,74.55249,14.57267
Mozambique,673410,12-03-2007,NA,88.5,55.14634,16.07143
Mozambique,673410,12-04-2007,0,73.8,70.81481,12.76185
Mozambique,673410,12-05-2007,0,79.7,71.84741,15.77429
Mozambique,673410,12-06-2007,0.79,75,75.22736,14.12448
Mozambique,673410,12-07-2007,0.83,69.8,91.19206,14.36669
Mozambique,673410,12-08-2007,3.11,72,87.89913,14.92792
Mozambique,673410,12-09-2007,0,74.8,78.92409,14.7252
Mozambique,673410,12-10-2007,0.04,79.7,78.73429,17.30222
Mozambique,673410,12-11-2007,0,80.8,82.86825,18.89524
Mozambique,673410,12-12-2007,0,82,72.29512,17.12217
Mozambique,673410,12-13-2007,0,80.9,71.71028,16.37964
Mozambique,673410,12-14-2007,0,81.9,68.0042,16.04333
Mozambique,673410,12-15-2007,0,81.8,75.00982,17.65584
Mozambique,673410,12-16-2007,0.02,81.3,78.05718,18.0816
Mozambique,673410,12-17-2007,0.2,79.2,81.39653,17.59957
Mozambique,673410,12-18-2007,0.91,72.7,72.97387,12.67242
Mozambique,673410,12-19-2007,0,72,62.40403,10.57027
Mozambique,673410,12-20-2007,NA,73.1,69.03341,12.14696
Mozambique,673410,12-21-2007,0,76.6,69.13538,13.68718
Mozambique,673410,12-22-2007,0,78.9,65.40949,13.97367
Mozambique,673410,12-23-2007,0,79.4,66.60094,14.46797
Mozambique,673410,12-24-2007,0,78,69.51004,14.42003
Mozambique,673410,12-25-2007,0,79.7,58.80937,12.88933
Mozambique,673410,12-26-2007,NA,82.4,65.77411,15.76819
Mozambique,673410,12-27-2007,0.59,77.4,76.45912,15.56111
Mozambique,673410,12-28-2007,0,79.2,71.07013,15.34598
Mozambique,673410,12-29-2007,0,77,62.09319,12.44777
Mozambique,673410,12-30-2007,0,77.5,61.07035,12.44694
Mozambique,673410,12-31-2007,0,79,67.02078,14.36843
Mozambique,673410,01-01-2008,0.08,82.9,68.33337,16.6578
Mozambique,673410,01-02-2008,0.2,82.6,75.07383,18.14041
Mozambique,673410,01-03-2008,0,84,72.22613,18.26008
Mozambique,673410,01-04-2008,0.04,80.8,67.66409,15.39602
Mozambique,673410,01-05-2008,0,79.7,76.63597,16.83639
Mozambique,673410,01-06-2008,0.12,80,74.86461,16.60724
Mozambique,673410,01-07-2008,0,81.8,73.75692,17.35782
Mozambique,673410,01-08-2008,0.91,76.5,72.55296,14.32166
Mozambique,673410,01-09-2008,0,69.3,82.46425,12.75919
Mozambique,673410,01-10-2008,0.24,69.9,87.20355,13.78043
Mozambique,673410,01-11-2008,0.02,76.9,72.33892,14.4714
Mozambique,673410,01-12-2008,0,81.6,67.51261,15.77035
Mozambique,673410,01-13-2008,0,83,72.87086,17.83402
Mozambique,673410,01-14-2008,0,84.4,74.46796,19.07991
Mozambique,673410,01-15-2008,0,84.3,68.00797,17.35082
Mozambique,673410,01-16-2008,NA,86.5,64.43296,17.6404
Mozambique,673410,01-17-2008,0.16,76.8,74.34677,14.82704
Mozambique,673410,01-18-2008,0,78.2,66.24791,13.82929
Mozambique,673410,01-19-2008,0,77.6,68.28207,13.97572
Mozambique,673410,01-20-2008,0.16,78.4,71.7309,15.08425
Mozambique,673410,01-21-2008,0,81.2,66.78412,15.39508
Mozambique,673410,01-22-2008,0,82,62.0082,14.66413
Mozambique,673410,01-23-2008,0,78.7,71.75787,15.24107
Mozambique,673410,01-24-2008,0,79.8,70.88252,15.61196
Mozambique,673410,01-25-2008,0,79.7,70.15041,15.39822
Mozambique,673410,01-26-2008,0,79.7,69.67203,15.29224
Mozambique,673410,01-27-2008,0.16,79.3,65.45155,14.16917
Mozambique,673410,01-28-2008,0,80.4,62.6913,14.06831
Mozambique,673410,01-29-2008,0,82,63.73729,15.07679
Mozambique,673410,01-30-2008,0.08,80.2,70.91916,15.8278
Mozambique,673410,01-31-2008,0,79.8,70.64088,15.55824
Mozambique,673410,02-01-2008,0,81,63.19208,14.46438
Mozambique,673410,02-02-2008,0,79.5,65.02188,14.16878
Mozambique,673410,02-03-2008,0,82,63.084,14.92085
Mozambique,673410,02-04-2008,NA,83,69.51004,17.00301
Mozambique,673410,02-05-2008,0.24,82.4,68.51717,16.43236
Mozambique,673410,02-06-2008,0.08,81.7,63.48637,14.87005
Mozambique,673410,02-07-2008,0,80.6,65.36244,14.77004
Mozambique,673410,02-08-2008,1.3,80.2,71.16128,15.88236
Mozambique,673410,02-09-2008,0,77.5,65.4889,13.35481
Mozambique,673410,02-10-2008,0,78.5,56.04029,11.80016
Mozambique,673410,02-11-2008,0.04,78.3,62.23997,13.02922
Mozambique,673410,02-12-2008,0,79.8,67.79691,14.92619
Mozambique,673410,02-13-2008,0.79,76.2,76.36578,14.93033
Mozambique,673410,02-14-2008,0,77.3,68.01641,13.78235
Mozambique,673410,02-15-2008,0,79,70.08475,15.03131
Mozambique,673410,02-16-2008,0,79.1,65.65709,14.12026
Mozambique,673410,02-17-2008,0,79,69.84478,14.97937
Mozambique,673410,02-18-2008,0,82.6,68.07271,16.4318
Mozambique,673410,02-19-2008,NA,82.5,73.8153,17.77476
Mozambique,673410,02-20-2008,0.01,81.7,67.52254,15.82451
Mozambique,673410,02-21-2008,0,81.9,66.17339,15.60731
Mozambique,673410,02-22-2008,0,82.1,63.31198,15.02436
Mozambique,673410,02-23-2008,0,79.2,67.27241,14.51871
Mozambique,673410,02-24-2008,0,79.4,68.22449,14.82384
Mozambique,673410,02-25-2008,0,81.2,62.34793,14.36352
Mozambique,673410,02-26-2008,0,80.1,67.13204,14.92558
Mozambique,673410,02-27-2008,0,82.4,68.98395,16.54543
Mozambique,673410,02-28-2008,0,84.4,70.82143,18.13532
Mozambique,673410,02-29-2008,0,82.3,73.30329,17.53497
Mozambique,673410,03-01-2008,0,82.7,70.66706,17.12041
Mozambique,673410,03-02-2008,0,84.3,69.86655,17.83014
Mozambique,673410,03-03-2008,0.03,83.9,70.53845,17.77089
Mozambique,673410,03-04-2008,0,85.1,64.72317,16.93786
Mozambique,673410,03-05-2008,0,82.6,67.84185,16.37552
Mozambique,673410,03-06-2008,0,82.6,66.2449,15.98631
Mozambique,673410,03-07-2008,0,83.2,66.08084,16.26167
Mozambique,673410,03-08-2008,0.04,81.2,69.81357,16.10026
Mozambique,673410,03-09-2008,0,80.4,69.50054,15.61084
Mozambique,673410,03-10-2008,NA,83.8,61.36186,15.38724
Mozambique,673410,03-11-2008,0,84.8,66.91832,17.34905
Mozambique,673410,03-12-2008,NA,82.4,71.84349,17.23846
Mozambique,673410,03-13-2008,0,80,68.28346,15.13391
Mozambique,673410,03-14-2008,0,78.9,67.01063,14.3187
Mozambique,673410,03-15-2008,NA,80.8,63.17019,14.36457
Mozambique,673410,03-16-2008,0.24,68.6,73.38265,11.07369
Mozambique,673410,03-17-2008,0.03,73.2,65.72198,11.59944
Mozambique,673410,03-18-2008,0,73.2,75.86559,13.4043
Mozambique,673410,03-19-2008,0,80,63.30111,14.02025
Mozambique,673410,03-20-2008,0,79.7,68.02014,14.92638
Mozambique,673410,03-21-2008,0.02,79,64.96885,13.9248
Mozambique,673410,03-22-2008,0,76.8,71.83338,14.32143
Mozambique,673410,03-23-2008,0.04,72.9,84.98371,14.87761
Mozambique,673410,03-24-2008,0,76.2,72.02746,14.07488
Mozambique,673410,03-25-2008,0,79.3,67.98055,14.72156
Mozambique,673410,03-26-2008,0,79.7,63.26823,13.87482
Mozambique,673410,03-27-2008,0,79.2,66.81041,14.41813
Mozambique,673410,03-28-2008,0,78.4,67.65724,14.2202
Mozambique,673410,03-29-2008,0,77.4,68.73618,13.97598
Mozambique,673410,03-30-2008,0,76.7,71.08479,14.12358
Mozambique,673410,03-31-2008,0.08,76.3,74.30494,14.57262
Mozambique,673410,04-01-2008,0.63,77.3,66.15442,13.40198
Mozambique,673410,04-02-2008,0,74.4,68.92001,12.67207
Mozambique,673410,04-03-2008,0.16,75.2,55.42715,10.4534
Mozambique,673410,04-04-2008,0,72.3,67.50999,11.55859
Mozambique,673410,04-05-2008,0,76.4,64.01492,12.5812
Mozambique,673410,04-06-2008,0,80.8,49.42931,11.21866
Mozambique,673410,04-07-2008,0,77.2,68.00643,13.73442
Mozambique,673410,04-08-2008,0,74.9,71.66085,13.40415
Mozambique,673410,04-09-2008,0,74.4,73.12365,13.4513
Mozambique,673410,04-10-2008,0,76.9,65.4254,13.07736
Mozambique,673410,04-11-2008,0,76.7,67.48603,13.40274
Mozambique,673410,04-12-2008,NA,76.8,65.4148,13.03162
Mozambique,673410,04-13-2008,1.46,71.5,77.87015,12.98749
Mozambique,673410,04-14-2008,NA,72.8,69.98026,12.19006
Mozambique,673410,04-15-2008,0,73,68.7814,12.0613
Mozambique,673410,04-16-2008,0,76.5,67.23152,13.26277
Mozambique,673410,04-17-2008,0,75.8,67.63004,13.03273
Mozambique,673410,04-18-2008,0,76.7,72.8209,14.47156
Mozambique,673410,04-19-2008,0,79,62.10203,13.30538
Mozambique,673410,04-20-2008,0.03,75.2,71.1925,13.451
Mozambique,673410,04-21-2008,0.35,64.6,71.20098,9.345631
Mozambique,673410,04-22-2008,0.04,68.7,53.59075,8.100255
Mozambique,673410,04-23-2008,0,70.1,59.54929,9.450029
Mozambique,673410,04-24-2008,0,70.2,64.46926,10.27082
Mozambique,673410,04-25-2008,0,71.3,66.45647,10.99573
Mozambique,673410,04-26-2008,0,74.9,56.99795,10.64372
Mozambique,673410,04-27-2008,0,72.1,73.4328,12.49501
Mozambique,673410,04-28-2008,NA,72.7,71.45844,12.40727
Mozambique,673410,04-29-2008,0.31,69.9,76.13042,12.01781
Mozambique,673410,04-30-2008,0,73.1,74.03398,13.03381
Mozambique,673410,05-01-2008,NA,72.9,74.27514,12.98812
Mozambique,673410,05-02-2008,0.67,69,69.36153,10.60845
Mozambique,673410,05-03-2008,0,67.8,72.27482,10.6077
Mozambique,673410,05-04-2008,NA,71.5,69.11838,11.51762
Mozambique,673410,05-05-2008,0,73.3,71.51392,12.67242
Mozambique,673410,05-06-2008,0,72.3,77.66008,13.31047
Mozambique,673410,05-07-2008,0,72.7,78.23038,13.59279
Mozambique,673410,05-08-2008,0,70.5,79.99625,12.89579
Mozambique,673410,05-09-2008,0,73.6,74.33447,13.31087
Mozambique,673410,05-10-2008,0,77.2,51.28948,10.33709
Mozambique,673410,05-11-2008,0.2,79.1,48.15368,10.33233
Mozambique,673410,05-12-2008,0,73.7,71.80077,12.89721
Mozambique,673410,05-13-2008,0,71.9,77.36037,13.07917
Mozambique,673410,05-14-2008,0,72,80.09918,13.59231
Mozambique,673410,05-15-2008,0,74.3,77.00965,14.1245
Mozambique,673410,05-16-2008,0,75.4,72.4553,13.784
Mozambique,673410,05-17-2008,0,74.9,73.6757,13.78418
Mozambique,673410,05-18-2008,0,72.5,73.21157,12.62786
Mozambique,673410,05-19-2008,0,72.6,70.45398,12.19008
